x,y,z,c,t
207,128,2179,6,7
124,1922,1685,1,1
1328,78,1775,8,5
1293,869,444,5,3
738,1357,568,5,1
1693,384,1937,8,6
823,2329,771,0,0
530,1012,275,3,2
1271,2480,524,4,4
115,930,2077,2,2
1116,756,260,5,4
2211,730,413,5,2
1586,736,2270,8,7
601,114,99,4,1
1223,1889,1421,6,3
708,577,1404,7,4
1399,1081,1333,4,2
2362,1466,2167,8,2
1692,673,1076,8,3
882,1933,526,4,5
1737,1970,118,7,4
989,2062,1297,8,3
903,154,1712,4,5
2458,73,2301,5,5
1527,382,948,3,2
2474,330,1707,4,2
790,1898,1540,5,2
2368,272,601,4,5
961,97,1023,8,3
578,399,2128,6,3
288,160,1988,7,2
2224,2109,629,0,0
380,684,1319,7,6
782,595,501,4,6
1703,956,1345,8,6
362,102,1733,6,4
32,126,490,8,5
620,1634,1138,5,2
281,1161,666,8,5
171,1690,1601,8,3
1933,557,642,4,2
1319,196,181,3,3
385,505,916,6,4
1269,1995,1605,5,4
40,788,1107,4,2
153,52,2289,4,1
325,129,719,6,3
111,2213,1085,2,1
2131,2281,403,6,3
2216,2453,1799,6,2
2421,1031,918,2,1
1637,1517,820,4,3
1748,1494,395,6,6
2050,924,544,8,6
107,1879,810,6,0
2117,1934,2396,7,6
964,710,707,3,2
1690,2144,159,5,3
783,1579,741,8,4
2307,671,1028,6,3
2124,1508,2310,2,2
1291,1317,1386,4,5
1985,1289,2391,8,4
1572,823,1789,2,1
377,1770,647,8,5
1878,569,1986,5,5
167,157,398,2,1
2150,2447,1188,6,3
1094,901,72,6,3
914,699,1134,3,2
1062,2040,1138,2,2
1821,958,2146,4,0
2393,1621,1022,5,2
2067,1429,1283,6,2
1969,2238,2406,6,2
1115,1357,1886,5,3
2313,2348,2492,5,4
716,2049,637,8,4
802,1044,972,7,3
1988,1844,2129,8,3
2037,1626,2166,8,2
1765,1156,928,6,5
420,1361,1603,6,6
1417,2064,511,1,1
2032,2088,2193,8,9
1603,514,1835,9,7
808,1150,1350,6,8
1563,1438,77,5,2
142,850,1045,1,1
2237,282,77,7,4
2208,2453,2378,5,3
1472,1764,1675,4,2
1483,1391,1691,5,3
88,2123,194,11,7
291,1063,810,2,1
1429,1214,2229,8,4
1036,632,526,8,5
1734,1410,1036,4,2
419,1477,1052,4,3
22,863,2072,2,1
880,2270,2036,2,2
2083,491,254,6,6
2212,1463,1159,4,2
1154,1606,2348,8,6
2054,2300,1648,7,5
135,2002,1406,7,4
2005,463,642,5,5
1395,1410,484,5,0
183,39,2202,7,6
429,916,1973,4,2
1832,424,57,7,4
1674,1222,2078,1,1
859,1270,678,8,3
2455,65,1574,8,8
1316,1564,2417,4,2
187,2366,165,3,2
759,1166,1689,8,3
165,706,817,4,5
350,2183,1032,8,4
63,238,1392,8,4
1609,914,326,8,7
2135,287,693,3,1
1967,1204,2480,4,3
1053,1066,1477,0,0
2221,326,1290,7,2
1565,1896,2254,4,4
960,1503,336,2,1
241,801,992,6,6
1905,2111,810,6,3
569,1203,2192,2,2
828,2128,815,4,3
2447,1403,1198,6,3
1864,2018,1191,6,2
1879,978,1860,8,7
2393,454,1253,4,6
2363,413,2159,7,4
1959,1397,1254,3,2
594,985,939,4,2
1947,995,722,8,10
1506,1764,182,4,2
1093,454,1587,5,2
1342,615,1997,5,3
1028,2264,175,6,3
187,731,1486,5,3
1589,1230,2324,9,8
435,791,1596,1,1
1908,1019,1350,8,5
924,1170,2417,6,2
1216,231,1180,5,2
628,532,1551,6,2
1257,2327,1614,6,5
1097,2091,2090,8,6
1891,1389,295,6,5
1945,2119,1431,1,0
2481,160,1547,4,3
538,1407,1129,8,2
1064,1554,1098,3,2
934,2158,1710,4,2
1760,502,1497,7,4
436,1159,1820,5,3
2322,628,1905,7,6
600,1034,720,5,3
1639,231,966,4,1
1282,2235,2227,5,2
884,603,946,6,3
1674,1494,88,8,5
980,1648,1111,8,8
984,1091,522,5,4
2080,566,547,4,2
2046,850,2374,5,2
1029,84,536,7,5
667,1002,455,6,4
1303,1135,1041,5,5
2111,909,917,2,2
1439,2410,2427,6,7
1337,2164,890,8,4
2287,997,221,6,5
257,907,2229,8,4
749,356,510,7,5
1257,1428,1577,4,3
17,2438,2330,1,1
2193,1368,1943,4,3
2036,89,585,4,2
1030,59,691,4,3
2388,1177,1361,8,7
14,1873,579,4,4
1864,671,1596,8,6
1789,69,359,1,1
117,791,2067,6,2
2344,1610,934,4,5
1180,2290,1788,6,3
677,1989,1171,1,0
1832,2217,825,8,6
1500,1469,289,6,6
1222,462,1752,5,4
2227,265,2092,8,7
1231,1160,2367,7,7
1611,266,137,8,5
638,1492,152,6,4
433,819,2255,10,9
646,2090,106,6,2
790,912,1541,9,9
1376,171,392,6,5
219,540,614,4,4
1153,1598,1522,6,4
1986,2246,1162,2,2
691,1918,2267,4,5
90,553,379,1,1
1980,423,2210,2,2
2236,2008,104,8,4
1409,2463,998,4,2
1080,823,429,5,1
1998,514,540,5,2
2474,663,1855,4,2
1021,1867,1615,4,4
1444,1844,2031,4,1
1579,1886,1982,11,5
1389,862,1975,8,5
1494,92,1595,8,5
740,608,1521,4,3
2334,811,1723,4,2
2426,2242,2116,5,5
414,1746,2037,7,4
664,426,2274,6,3
1496,677,938,5,3
1242,718,1000,6,2
2322,2087,294,2,1
2041,1805,1821,5,3
918,1352,24,6,5
461,391,299,2,1
2440,163,589,5,2
459,45,626,8,5
2354,312,141,8,8
709,1156,500,7,8
2210,465,1529,8,6
208,435,2415,8,3
1110,528,2067,5,3
1139,101,640,8,3
75,1486,2075,6,6
1634,2117,2477,6,6
1354,744,2130,5,5
2282,152,229,3,2
1043,951,1171,4,3
2127,1367,2061,7,4
536,1583,1945,9,9
1544,1567,2149,6,7
2141,887,1911,3,1
933,86,680,6,5
2013,1852,1276,4,2
2011,188,425,2,1
2177,704,5,5,2
390,1070,2398,4,2
784,1045,250,5,1
49,2469,40,0,0
2143,1226,1497,7,5
1099,2345,1891,3,2
339,1804,536,3,1
1204,1418,525,1,0
1941,2007,1469,5,3
491,266,220,4,4
1753,1135,1492,4,3
228,699,20,2,1
78,206,44,7,5
485,362,538,5,3
1433,237,426,6,3
1617,992,206,4,5
365,702,1773,7,7
466,164,2176,9,3
410,2208,928,6,3
2025,1436,654,5,4
1425,1844,2018,5,4
2009,892,527,5,5
1782,2412,1465,0,0
1916,1893,2055,6,8
411,902,1351,4,3
1419,1640,1748,8,7
557,316,244,8,7
594,100,1260,2,2
1613,1018,1216,6,4
871,1914,133,8,9
2358,305,1032,3,2
1002,408,61,2,2
1432,1090,616,4,7
2189,1653,1802,2,1
266,660,108,8,5
1614,168,1475,8,4
549,2132,1503,8,6
1278,1519,1407,4,2
715,1212,168,8,4
1376,1130,2028,7,6
688,678,1161,1,1
2183,1212,581,6,4
1067,1162,1223,8,3
2456,376,868,6,3
2024,1787,697,8,4
1300,2297,1313,7,0
2392,410,1124,6,3
1469,443,76,5,1
2483,1593,185,4,2
138,2178,41,4,5
1184,2386,1367,5,5
1841,623,454,6,4
2327,941,984,8,4
1669,421,64,8,5
1337,658,2408,6,3
2044,2468,2116,7,5
408,1377,1196,7,5
1192,476,930,8,6
1810,1055,1504,7,9
166,1056,761,5,2
1841,2359,601,6,3
2324,1025,324,8,1
1104,910,707,8,7
92,1904,87,5,2
1233,483,1537,6,5
1971,1501,2372,9,6
703,1039,1574,8,4
1383,1209,2210,6,4
410,358,2447,8,5
1921,1404,2434,7,4
1320,1767,2258,4,3
1598,365,2155,3,2
2328,1120,1275,9,6
688,529,1770,8,6
92,1345,1693,5,5
1541,821,431,2,2
896,2298,1733,8,7
566,1692,2456,8,8
791,1705,1117,7,5
960,2205,500,5,4
389,2436,387,2,1
2131,1915,942,5,3
1594,1817,183,7,5
2406,351,1621,1,1
842,1592,1853,0,0
603,752,966,0,0
2329,354,1596,7,0
1109,511,1832,6,1
722,104,1535,1,0
456,910,1331,6,2
1628,1055,2201,5,3
1317,812,1189,4,3
869,1899,2410,4,3
719,1354,1844,4,1
1221,1730,1942,8,4
1699,1053,67,4,3
206,2052,1301,3,3
225,1850,1008,1,1
20,2249,2349,3,2
2211,364,352,3,2
1463,431,2230,5,4
220,260,1829,8,6
2130,982,1178,6,6
1758,1479,2240,3,3
623,1515,2392,6,4
2269,1546,1566,7,7
2265,1600,2041,6,4
459,2467,1258,7,4
23,1960,1998,6,2
2224,1264,307,8,6
2411,2130,2127,4,2
1084,1416,902,8,3
1058,1048,650,3,3
894,69,1791,6,8
2462,2397,307,4,3
1954,275,1462,5,7
1190,1797,1279,5,2
1170,790,2056,7,2
105,805,1875,2,1
2220,1776,2208,6,6
431,1801,1133,4,4
432,471,1902,1,1
1614,1405,132,6,2
336,1120,1293,5,1
2428,1365,2072,6,5
1873,1829,2195,4,5
354,287,1758,6,7
1560,745,2043,7,5
1785,1513,1339,6,2
1495,2434,789,4,4
932,1018,2210,2,1
39,2500,1935,5,5
644,1240,1793,6,4
2207,1109,677,3,2
1873,764,1507,6,2
2114,1266,2270,5,3
5,1482,1049,8,6
538,1667,2262,1,1
514,655,2028,4,3
794,1999,82,4,2
325,420,1703,5,3
1873,916,687,1,0
2468,2368,1925,3,2
1354,227,2347,5,2
2258,2182,1245,3,2
2054,2206,1103,8,3
1052,778,1644,5,2
1455,965,2483,7,9
988,2050,231,8,3
634,1265,1354,8,5
79,1069,686,6,4
1220,449,1227,7,4
1369,686,1209,8,4
2255,1056,1259,7,5
34,2483,860,9,5
782,2013,2496,7,2
1763,1849,181,4,4
386,13,2011,6,3
1314,1934,1692,3,1
157,2060,2067,0,0
1119,1487,1444,1,1
2012,1471,1181,3,1
2231,1158,1442,5,2
389,914,858,6,9
1553,400,1840,8,1
2008,2275,584,8,9
1335,157,1301,6,4
773,1642,800,6,5
1443,1508,1075,8,3
2388,1045,1302,1,1
615,2231,2093,7,6
767,1225,722,7,8
947,1440,2107,5,3
2386,2178,115,8,3
1984,790,1703,8,6
849,772,972,7,1
951,1407,170,5,2
416,2321,1079,5,1
1538,1430,2224,5,2
1766,938,441,8,4
354,924,1551,6,6
1533,1038,888,2,2
344,649,1058,7,6
763,1654,1456,1,0
2430,949,2330,6,4
1778,923,2083,8,6
2298,53,277,6,6
2066,1368,1270,7,3
660,107,47,3,1
2490,416,1304,1,1
430,38,1067,6,5
2155,296,1589,8,7
827,9,865,7,2
1515,2380,492,8,3
1310,217,1109,5,3
460,4,829,5,3
525,2102,1229,2,2
1693,740,2239,1,1
1305,2143,1845,5,4
2079,1380,759,8,5
1794,473,376,7,4
1131,1152,305,4,2
290,939,994,6,2
2328,1269,1894,7,3
919,2121,2236,2,1
706,526,2001,6,4
66,759,2403,3,2
768,2212,1435,8,7
891,1613,507,4,4
1991,1473,1277,3,2
2470,1949,466,6,3
2138,288,2478,8,4
1609,2411,1707,7,6
252,2141,1639,2,1
2161,1258,1104,7,2
1987,2281,1585,14,6
539,1000,2019,7,4
1987,2188,2209,6,4
2043,1239,1915,7,3
1952,231,2196,8,6
1452,658,1435,8,1
2405,1671,2323,5,2
1736,2155,622,5,5
2098,1251,896,8,8
2227,1046,2078,6,5
1804,382,1868,4,4
866,185,1439,0,0
238,1250,276,5,5
857,1109,1543,4,3
2085,777,790,6,5
1183,887,1881,8,6
2346,1440,1366,7,2
1249,1209,1657,2,1
1981,40,2345,4,3
2115,854,1853,2,2
1267,980,1510,7,3
1808,1039,1047,5,4
1858,1925,2159,4,4
604,2209,303,7,7
50,2275,153,4,1
791,1037,1018,6,4
277,201,1175,2,1
2338,244,2267,7,4
1260,2081,2415,5,3
22,1172,986,7,6
2209,814,1286,5,2
621,603,407,3,2
2080,1389,845,7,5
48,2087,2029,7,2
2290,491,1085,2,2
174,1290,823,0,0
440,1983,78,4,1
442,336,649,4,1
1046,46,2144,8,5
1440,1739,1613,5,1
1534,641,188,6,2
2349,231,2029,2,2
2389,88,1048,6,1
55,2054,1273,5,2
2015,1970,269,7,3
2206,1544,1150,7,4
946,600,140,1,0
1838,2377,1215,8,1
2449,2402,2238,2,1
278,88,1852,8,6
508,61,2441,4,1
1923,800,501,7,3
1428,213,1373,5,2
2004,1739,1575,5,5
96,2445,182,7,7
1542,180,1599,8,7
201,107,1850,1,1
1771,1504,1022,6,3
2416,71,1946,4,2
903,2387,1295,8,3
537,2300,2260,7,4
1521,1998,2257,2,1
576,144,906,6,4
152,2391,1690,3,2
1724,626,1130,4,3
2079,582,991,5,4
1181,45,2043,8,4
15,1118,2054,5,3
1253,751,2140,7,2
2251,408,947,6,3
1061,141,1879,4,3
1090,2497,841,3,3
338,121,2088,5,3
1910,1651,1211,4,1
1133,367,267,6,4
236,800,1640,2,1
7,283,2396,4,2
1825,744,2213,8,4
2420,1544,1577,8,3
1856,1638,327,4,2
1056,340,1298,8,5
497,72,157,6,5
990,755,1564,3,1
1848,486,697,1,0
2462,2491,1276,1,2
2227,1113,890,8,4
255,472,516,8,7
1753,227,1035,5,5
2496,337,1582,1,0
2087,234,1590,2,2
845,612,100,3,2
978,2193,137,7,3
1717,921,1278,6,2
1875,278,2019,8,2
2490,2421,2389,6,7
2120,898,1419,5,5
197,1669,1831,4,4
845,1124,2379,2,2
1184,33,146,5,5
1229,1909,1103,2,1
561,692,2368,7,2
884,1625,1187,2,1
845,2422,118,8,5
1999,781,935,7,8
1550,1196,444,3,2
2305,1519,68,6,5
134,1674,470,6,0
602,232,1279,3,2
359,319,1974,3,2
806,1802,1353,8,8
1193,631,2422,6,3
2107,51,623,2,1
2318,1111,2339,4,3
1193,183,1713,6,6
1701,100,1603,6,5
43,2344,2136,6,3
1394,714,1990,8,4
921,927,486,8,5
1772,1666,975,7,5
726,1775,2478,8,2
1082,1157,182,6,5
1855,2077,2042,2,1
1970,1706,2104,9,7
1803,624,726,3,4
1522,83,265,7,5
1153,594,874,2,1
129,2298,1312,6,8
384,1201,1366,6,1
1649,2480,1328,2,1
2341,1577,2494,3,1
733,1648,1592,7,2
300,1064,46,8,4
1174,796,2377,4,2
557,469,950,8,4
345,1052,496,8,3
978,2117,577,3,2
640,1669,1050,9,6
1610,1835,1797,3,3
2279,1422,1220,4,2
691,1701,2248,8,6
1726,686,1333,6,8
688,1169,1416,6,7
138,1130,1963,6,1
1848,1752,1814,6,3
1106,806,946,5,2
582,2331,644,5,5
200,2334,2165,6,4
2177,1058,59,0,0
999,1644,1860,6,6
1833,1999,2370,5,2
1873,738,1870,2,1
77,1882,1878,8,7
1363,835,656,2,2
356,907,1726,4,2
818,709,2298,7,4
1028,86,2234,4,2
1558,127,1792,7,7
2214,372,1459,1,0
1090,486,102,1,2
550,1457,779,6,3
874,295,528,7,2
1091,2173,115,4,3
1180,2213,802,3,2
398,333,952,5,2
1278,94,1913,8,2
770,1842,1339,4,3
1681,579,1090,6,1
2487,1124,1368,2,1
2440,890,2068,3,1
1895,524,2294,2,1
1705,130,1284,5,5
1931,2366,1939,8,5
1457,217,2076,5,1
684,1367,1138,2,1
1123,585,2320,5,4
22,152,1368,8,3
1191,83,798,7,4
1652,1515,2484,7,4
2429,1154,2389,2,1
602,308,916,8,5
2310,1849,2228,4,3
1763,1820,2484,2,2
570,903,2005,2,1
1427,250,369,8,6
312,1386,2295,7,7
1977,1446,974,5,4
271,673,1061,5,2
1834,2162,612,4,1
10,83,921,6,2
2346,728,1789,8,4
1959,1923,896,4,2
1598,555,1559,9,8
1483,2382,1197,8,6
954,1196,1387,3,2
234,1938,1590,8,9
110,2281,728,7,4
167,144,2194,7,0
1838,597,1440,8,13
1669,2413,1801,7,7
1980,2314,599,5,2
953,724,972,6,2
1828,392,492,6,6
2110,1930,946,8,5
1553,446,937,2,1
90,2224,1078,10,4
795,1681,1703,1,1
62,804,1748,8,8
1784,868,1910,2,2
2252,913,1171,5,5
1126,262,839,1,0
70,1850,188,6,4
719,539,2049,8,6
581,1233,2383,7,3
1873,381,2171,6,5
2201,308,494,7,3
195,1442,1340,7,6
2448,67,302,9,4
392,2349,760,7,4
1127,1236,1346,7,3
1234,222,1351,7,6
439,2440,2313,3,2
901,2311,1362,8,1
2241,106,700,3,2
560,1406,1922,5,3
1713,966,1739,4,1
27,2436,404,0,1
918,1547,2149,4,3
70,1893,1442,7,3
240,972,586,6,3
818,1613,2003,8,7
2043,1668,1450,3,4
1504,1001,736,4,2
968,909,2372,9,7
580,359,710,2,1
853,35,124,6,2
705,1157,1921,4,3
902,941,521,6,7
995,1503,1497,1,2
417,223,658,5,2
336,2290,1615,1,1
1544,2139,1519,6,2
410,528,822,7,4
2263,2010,1340,6,5
2029,813,1243,2,1
1481,1181,468,5,2
204,1986,390,8,4
442,778,240,4,2
1026,1184,1568,10,8
1669,1200,1089,7,1
1002,300,2302,8,6
670,2444,441,5,2
1781,768,38,10,6
1510,1475,1672,4,1
668,2267,1234,7,3
1572,1190,1806,3,1
281,294,2203,8,7
58,644,2155,7,5
457,1424,1999,3,2
834,427,829,6,3
1497,409,2035,8,2
2051,435,1781,5,3
658,634,1992,8,4
504,1641,956,0,0
871,444,1817,8,3
745,1186,1170,8,6
1487,667,1694,7,8
144,1604,560,3,2
265,1429,184,6,5
1796,1769,1943,3,2
362,2216,1966,7,6
766,41,384,5,4
2283,1317,1947,7,3
890,642,1613,6,4
787,278,1279,4,4
1699,2096,1858,8,3
1526,1049,410,6,4
1309,2065,222,1,2
216,2017,909,7,4
1033,893,977,6,4
97,1637,2435,5,1
1320,1703,1295,6,7
18,1800,1325,6,4
2278,1615,1224,7,3
1110,1753,1648,8,6
1680,2385,1850,6,4
1669,1133,1459,7,3
308,58,262,6,4
1236,802,717,5,4
2333,187,1469,3,2
2176,118,2316,4,2
1808,20,449,8,9
652,100,1871,5,3
1235,517,2104,6,5
789,591,2328,1,0
2128,1544,1939,4,4
771,1772,742,5,3
1757,1118,167,7,7
1376,604,2330,4,2
675,1254,1887,8,7
28,26,1790,6,3
1375,2124,1505,6,4
1942,442,2150,6,3
1244,2015,1564,6,4
2472,2149,747,4,2
1609,584,1696,6,6
492,2340,1168,7,3
851,168,1618,7,2
1651,1262,1052,8,4
2464,1464,1025,8,2
1065,1766,96,6,3
1523,210,1901,6,3
834,357,2391,4,2
1860,1975,611,5,4
2209,1779,1313,9,5
445,1262,1898,1,0
1537,125,677,1,0
1977,1038,2357,5,8
1701,2221,854,7,4
1068,560,497,2,2
2080,2369,510,8,8
325,1092,173,7,9
976,150,2333,5,2
1771,637,953,8,5
1639,677,1800,6,5
2325,1321,897,1,0
1845,482,2376,8,5
777,632,1507,7,4
653,3,1078,8,7
284,2440,2218,4,3
1530,1567,1160,5,3
759,247,961,8,7
1992,1523,2358,5,4
2366,1818,1267,4,3
2060,2491,609,7,3
288,135,1709,6,5
1314,1221,398,7,4
1863,146,2083,3,3
898,1460,83,4,1
1073,842,2176,3,1
2123,1568,2054,8,3
2036,1758,293,8,4
2030,2111,1102,4,3
1671,1477,1277,8,4
358,1131,28,2,1
2047,1936,2246,8,5
1950,46,1594,6,7
728,1577,2357,2,2
300,2056,1805,6,5
738,860,1774,6,4
1918,1026,865,3,2
1889,2163,1190,4,3
2432,2080,1574,3,1
1229,2422,2497,7,6
1346,2088,609,4,2
1406,1905,380,7,5
1733,131,1020,6,4
2492,1745,1786,5,5
2269,1408,1590,3,2
803,883,2401,7,2
1201,2443,2476,5,2
1600,1706,2137,7,7
2399,1475,390,7,5
85,1795,2305,3,2
1921,684,820,0,0
896,1777,789,4,2
1085,925,1507,4,3
1696,163,847,4,2
609,1480,642,6,1
2305,607,151,4,3
1567,68,1340,7,3
1039,1592,533,8,4
353,380,1867,6,3
1876,790,1139,4,1
1600,1397,2227,5,2
291,2063,1040,8,7
1244,979,2342,6,6
2151,1237,217,7,4
2003,94,645,4,1
1029,254,2208,3,2
292,770,1299,4,5
1701,230,1820,4,2
1377,794,2360,5,2
399,1847,1905,3,3
2281,1173,1362,7,8
1059,1803,221,2,1
216,1835,2157,2,1
2075,322,2413,3,4
207,1123,2379,9,4
2307,403,1623,6,2
1819,461,925,6,3
2314,1777,1794,3,3
1234,603,167,4,3
340,1379,2199,8,3
543,2166,443,6,3
2494,1167,1874,8,3
790,1299,274,3,2
721,2388,2221,7,6
1442,2082,1977,0,0
2370,1682,1417,4,4
2121,1749,910,7,9
2468,1208,360,4,2
744,289,2192,8,3
1983,710,647,5,3
1027,1158,1060,6,3
1827,2378,138,4,8
2083,1246,1057,8,7
776,367,1826,7,4
1406,1693,2243,6,1
2480,1209,1080,2,2
1210,732,294,8,8
692,1478,1447,7,4
1999,1662,345,8,7
330,947,1048,5,2
2004,1849,827,4,1
1041,1349,1728,7,7
1374,755,818,6,2
1586,808,84,8,4
277,1549,2218,6,3
1127,1878,740,12,4
2125,2071,1654,5,2
697,1700,1730,3,3
1206,1597,1523,4,2
1480,2098,1673,6,7
2363,1985,917,2,1
560,1731,608,4,1
975,2332,114,5,4
18,2039,1724,4,1
2101,2232,2449,2,2
244,1627,1851,6,3
1231,133,2078,5,2
1700,427,550,3,2
1956,1119,1620,8,4
224,868,2053,7,4
1268,186,1201,8,5
2297,85,875,6,4
2189,1782,891,1,1
907,1068,2339,7,7
1015,1353,1160,0,0
1927,1611,1695,7,9
668,1708,2151,8,3
667,99,2315,0,0
2247,1388,1973,5,3
996,45,1910,7,2
1819,734,232,8,5
1158,2475,2367,5,2
1503,516,1701,8,8
2015,2270,564,5,3
484,1540,2458,1,1
536,1873,719,0,1
31,2204,970,5,3
2272,1391,825,2,1
1512,387,2010,8,2
85,1565,1350,7,7
832,300,1034,5,3
101,1775,771,5,2
68,2221,734,12,5
1296,551,1962,6,1
2032,2354,1038,6,6
1826,534,717,4,4
137,2098,2154,3,2
679,1614,1270,8,5
627,48,181,4,3
2353,832,1197,5,3
1210,623,511,6,4
698,1178,1697,6,3
1334,2350,1059,5,2
2486,508,1618,1,1
1701,1295,126,8,7
31,1731,469,7,2
2385,143,922,8,11
593,677,2065,7,4
1981,2188,994,7,1
2132,1037,961,5,2
2138,2050,1158,8,5
381,790,638,8,5
2123,1972,843,4,3
1215,1483,864,7,3
388,645,1370,3,3
2349,1432,146,4,2
40,141,1823,5,2
2489,159,1969,0,0
37,1645,1864,2,2
2024,2104,1934,6,5
1831,142,1668,6,4
671,632,759,6,7
590,1239,782,8,6
1004,1438,525,4,3
2217,753,1909,8,4
886,1749,397,8,2
1712,2171,359,4,4
1568,1867,219,8,6
813,1636,1061,7,8
1326,1063,356,3,3
31,229,1367,9,5
631,266,2295,5,5
1111,2365,2100,8,2
38,998,214,3,3
1344,2175,1395,6,3
1220,1022,2201,6,1
29,703,385,6,3
38,161,1059,7,7
1630,357,1909,5,4
2064,1094,1496,5,2
1097,69,2405,6,7
589,1343,1014,6,1
1622,1486,598,6,3
1581,1808,1042,6,5
59,2437,70,7,4
1056,1044,456,8,4
359,1851,257,8,4
1951,2020,2277,9,9
960,503,2121,8,6
2456,434,2387,1,1
309,1918,1861,2,1
313,1360,1414,8,6
911,2418,1023,8,8
14,1921,84,6,3
2084,24,840,7,6
993,676,155,6,2
1391,142,1985,3,2
2458,1420,112,2,2
200,2040,1828,6,3
1466,715,947,2,2
2261,2146,334,7,5
2144,1608,131,4,3
1183,2318,1088,7,5
1632,1904,646,9,6
1842,6,825,7,2
1002,697,53,8,8
1773,1893,590,3,3
2158,117,74,5,4
1621,1413,479,5,3
2239,968,1305,6,2
600,1893,2330,8,5
2263,716,2244,3,4
1651,728,929,5,4
691,1161,1773,8,13
1755,1129,2332,3,4
1431,989,2327,1,1
318,1896,1912,7,4
639,377,1741,6,4
1592,594,1949,1,0
395,2129,2313,4,4
1399,2359,2392,7,6
2203,762,1996,6,4
2404,201,2374,5,1
1336,1161,707,2,2
375,1390,1884,4,3
1072,700,1729,6,2
274,564,123,6,3
589,594,2138,7,3
1852,2404,356,8,5
488,459,1035,6,4
1049,13,2441,6,4
2312,1375,1991,7,3
1195,708,1502,5,2
552,1898,1077,4,2
2390,2252,732,7,3
77,399,2337,8,4
450,1650,357,2,2
2211,1269,702,7,9
2114,389,2093,7,7
2400,330,2211,9,7
48,1938,809,8,5
76,577,1892,3,2
209,2133,2393,6,3
663,1688,652,6,5
1001,2317,1572,2,2
1193,528,131,8,8
19,2163,1952,8,5
1899,1175,2155,6,7
1503,705,40,2,2
1595,1045,473,8,4
1461,590,1240,9,4
1666,1138,111,8,10
1769,1630,224,3,1
43,1260,640,2,2
2412,848,2321,1,1
695,670,1838,5,4
1369,1614,621,8,7
272,928,158,2,1
912,1709,835,8,2
2143,1382,2121,4,2
1618,305,187,6,4
39,1289,1425,8,4
2232,1727,1380,3,1
742,460,2354,1,0
1651,2379,1931,8,3
2385,1085,374,3,2
711,330,1341,2,2
2442,668,1342,4,5
1449,2012,1067,4,3
147,1350,836,2,1
2487,38,1267,6,5
1931,294,1526,6,3
192,1377,1646,7,5
773,1695,154,5,3
932,130,873,3,2
1098,1059,620,6,4
2254,1338,1962,6,2
637,834,628,8,9
996,1937,1510,6,4
2231,284,798,8,6
248,1164,1238,9,3
1206,267,1089,4,5
1514,2409,958,5,2
655,1494,411,3,1
1772,1314,1581,6,6
2216,557,1530,7,4
689,1709,1012,6,4
1796,549,879,3,1
779,2374,1599,5,3
1609,799,1366,4,2
745,2082,1730,4,2
1458,2245,704,0,1
2359,1160,2205,1,1
2155,811,385,4,4
678,609,1104,6,5
477,1569,202,6,4
2239,508,1682,6,5
1579,672,1259,8,5
1860,2283,10,5,5
486,1180,961,2,1
472,1181,1357,6,3
894,1819,916,8,7
1980,174,499,3,1
2169,163,1880,6,3
134,1402,803,2,1
1597,349,122,5,3
2395,709,225,1,0
1367,2435,1035,4,1
1606,1762,1882,10,11
178,115,472,3,1
2114,547,1897,4,0
2368,601,1806,8,6
614,1714,2446,8,5
1716,1640,2062,4,1
1515,912,1757,3,2
2386,73,1653,4,1
1716,923,1594,6,6
881,95,553,4,4
1859,1134,1511,7,8
947,1892,199,5,2
301,913,105,4,2
2131,998,681,4,4
616,520,1076,1,1
1562,1758,18,6,6
250,788,272,5,3
1,1926,984,5,2
1174,649,835,8,5
1756,2113,184,9,6
231,427,966,2,1
1076,2133,1836,4,2
1345,1586,746,8,7
269,2259,850,6,3
1623,1638,776,5,3
1689,1975,1399,11,7
1736,1601,1182,5,5
1976,476,709,5,3
2265,515,217,4,2
233,1740,2139,8,4
1957,179,2434,4,2
2068,398,912,6,2
458,2102,1765,6,4
1147,2347,1344,11,4
364,1103,36,1,2
2208,355,255,4,3
338,828,1741,6,4
657,2224,655,8,1
2102,2162,306,6,6
804,409,1008,8,4
1515,1739,2178,7,6
993,154,994,7,3
641,457,359,7,3
1680,2332,601,7,4
1437,2453,2285,6,2
1892,1463,1265,7,4
1510,2202,503,5,3
1861,1988,1144,6,5
580,1479,824,6,2
2366,1966,2023,7,3
587,485,1720,6,3
1035,167,829,7,2
598,18,780,8,4
1861,292,2139,0,0
1108,1890,2367,8,5
1981,495,1597,5,2
1903,286,872,0,0
370,1994,357,8,3
1152,386,1293,5,3
1114,16,1719,8,4
1993,100,357,5,3
477,1333,1766,6,4
2322,101,1074,0,1
156,162,1498,2,1
1054,134,1002,6,2
1105,1418,2432,5,2
923,1569,2402,7,7
210,2037,1728,7,7
1447,1081,1919,7,3
673,2103,768,4,1
1978,895,277,6,4
1629,2177,2066,8,3
1198,1135,1077,6,5
1848,449,1583,7,4
887,1518,350,7,11
1717,413,632,8,6
1002,2257,1081,5,4
1949,1255,2277,7,5
1266,538,2329,5,3
2434,919,1673,3,3
1391,2254,2060,5,3
1231,901,1373,5,6
2201,887,2489,7,5
1168,848,40,2,3
1612,271,1241,8,5
2070,548,1397,7,8
575,1547,645,3,4
358,1226,2409,4,4
2400,2435,887,3,2
105,1743,1399,7,3
